index,axis-O,axis-1
0,61.37025754638604,18.883688728883964
1,15.151181102362205,64.49055118110236
2,31.343932748538013,133.22441520467837
3,25.76551094890511,203.33804744525548
4,72.62328529258552,327.8267928459802
5,26.21669159011607,455.5730969166133
6,40.75882012724118,619.3825910931174
7,21.18478586403115,713.3629829290206
8,11.957750499571796,825.88295746503
9,57.79682937004589,950.7841746627729
10,17.778105056455573,1020.294059891998
11,40.36290322580645,1139.410441426146
12,18.33112582781457,1196.5644421803363
13,26.86057424640102,1345.2722500596517
14,69.89529120198266,1553.8251239157373
15,52.27230396721922,845.4956230210468
16,92.13893149284253,1480.7806748466257
17,100.92743652743653,1181.7392301392301
18,103.1312902005297,1087.0024971623156
19,78.22119583473295,424.2678871346994
20,108.44249944604476,94.53689341901175
21,107.24543587403012,1249.8546325878594
22,105.48326359832636,215.14415222155807
23,84.97640538400634,652.1095803642122
24,94.21914299021891,1400.9513274336284
25,87.67236860256587,782.875569044006
26,152.96800697124363,165.43869040209137
27,155.09258434968396,1312.2679604736045
28,138.68286677034732,453.2286158631415
29,136.57761010163227,36.58361564521096
30,152.36991823102613,505.49579638373837
31,118.11495716601065,915.1054642278306
32,128.9179340937896,726.2780418250951
33,122.49655742219774,302.1206279261911
34,187.7194562446899,1047.2312659303313
35,158.95587236931433,648.6931432450781
36,200.1209191100021,593.3117072156374
37,240.51055715747373,1569.960561808204
38,171.54305680793507,835.8202209197475
39,194.2817206090357,1453.0675596971462
40,186.41965626564325,962.5735024194894
41,211.66286828867672,1226.6338158299968
42,180.5178947368421,307.43126315789476
43,172.6535433070866,1516.0842982862437
44,261.12790824685965,1112.9617695248498
45,208.66494648318042,714.4747706422019
46,220.80638409209837,99.91226234083376
47,218.68809126321648,528.0998887033945
48,234.45093259855872,818.257736328953
49,251.6664010926474,353.1559298884589
50,253.6675936041315,1444.7341344721422
51,237.1045168067227,940.8137254901961
52,257.0526898928967,34.413270959005295
53,259.7741301583632,716.4308172465611
54,248.85597587030287,251.18788488123664
55,286.2970884503933,159.0562991582724
56,304.07062701090797,1348.4881111198306
57,272.9458837957995,441.8210945883796
58,289.545942532365,1213.9785285759394
59,295.64028314028315,1164.3640068640068
60,300.22634287976774,536.136597597994
61,301.9211340206186,1034.2947164948453
62,312.9639235777564,712.9597609136514
63,304.8573151125402,248.69091639871382
64,305.1746287128713,890.1173267326733
65,439.97988794713405,1418.7533400373509
66,331.9130998702983,61.70027119443462
67,346.31587561374795,388.5535765861173
68,399.23283175116137,1318.528933548778
69,419.6782502667276,1478.6399176954733
70,342.35898277276453,619.5767022149303
71,400.7541433432115,1534.0575128964988
72,359.24048815506103,1015.0821966977746
73,369.50968385075475,219.82711478211337
74,375.6615937687238,814.6814859197124
75,354.1130983692793,467.1338769068911
76,374.2231842231842,1574.2299182299182
77,369.6903921975514,136.65283253787092
78,403.65615841584156,551.2106930693069
79,397.8171319982459,914.734980266043
80,423.86900154798764,1217.7535474716203
81,412.1975941977711,1107.45763311516
82,437.8966348673865,654.9282943704791
83,381.88014865283367,304.77020749458035
84,437.6627610318435,724.8051592176132
85,418.605685833601,353.20976549951814
86,418.4195487016669,67.92096609592924
87,412.65881053213036,975.9721966488676
88,500.5115588737969,804.0842853287758
89,426.3347741517182,230.375189107413
90,464.50888568683956,1038.8499039385206
91,483.80169270833335,123.44895833333334
92,493.8100405858479,431.988088935945
93,486.67773903468526,536.319691686548
94,465.48859126984127,872.3854166666666
95,572.3777202946634,1302.16375189788
96,492.7772428884026,272.6834427425237
97,505.864747930775,21.019375470278405
98,484.72714893617024,195.37582978723404
99,496.4940764224929,353.07008176205574
100,522.9588244792508,899.0894558372356
101,545.4683679842956,1168.6611046667263
102,514.1814723226174,1568.0384249571998
103,513.610948022794,728.382662752547
104,533.6974695407686,1109.329334582943
105,546.8223039215686,85.30713848039215
106,558.3508635444219,1043.1720865100358
107,551.7566114501599,1507.330572507992
108,589.6666666666666,1399.1282182875716
109,555.8485407066053,505.57757296466974
110,543.47463572585,219.0399352401511
111,592.9973896266031,573.1187152423107
112,559.0058219178082,960.4845890410959
113,603.6747493163173,359.9625341841386
114,602.1731348907309,645.8189525244914
115,666.687253027406,280.71924792861694
116,627.6593201344789,199.18061262607395
117,623.4779905745513,721.7230522410508
118,639.4666536280071,1533.101636351783
119,599.9960508995173,45.498025449758664
120,616.8851481676311,875.7131334385411
121,641.3099415204679,1249.4988753936123
122,616.9946552645644,486.16408337787277
123,654.1084547036731,1063.3976367133828
124,641.2012451136528,934.9969596061966
125,662.6690533852795,434.39107086448354
126,672.5247533966127,783.5780755630002
127,660.3881729667812,1318.5578465063002
128,675.6583184257603,984.5488968395945
129,642.7858917988913,88.87860829669279
130,731.939584340261,54.91195424520703
131,681.4203926405592,1179.4082639531298
132,694.9553237551663,524.401889391852
133,675.7886971046771,595.299276169265
134,706.8058089741203,857.4423757214671
135,717.5269114688128,125.0139587525151
136,718.412118696825,1540.4075534343224
137,719.388054665092,1095.7091277206007
138,760.9357085454059,1419.6034020894722
139,837.2066904362416,871.6333368288591
140,782.6799029518803,712.0493327941771
141,766.2841257233632,1268.502666515375
142,732.9082939986514,356.87929871881323
143,768.3182118268414,1495.1664623219845
144,760.7759059507938,544.4068597745728
145,792.0999132028161,588.5274375542482
146,757.856574185766,438.97249698431847
147,824.869340126551,1352.5324184402991
148,778.0550431120914,1167.723380790054
149,891.2866676234214,1573.9707233065442
150,856.2325755683238,992.6602548088933
151,774.2413429054054,805.296875
152,800.3223896663079,1041.1624058127018
153,785.2095592959013,278.33007837594755
154,785.8479120123733,182.75356590479464
155,782.9877843302443,18.51263689974726
156,812.8262200612281,645.5312443724113
157,843.0493611297916,313.23981170141224
158,867.4865936972012,372.3148461029898
159,861.1783922829582,35.163215434083604
160,840.942846807741,1111.139989148128
161,833.4854609929077,1235.145390070922
162,876.6244648318043,1394.546992864424
163,849.1587018544935,147.0037446504993
164,860.190814288884,481.5873086310184
165,911.654415274463,1452.7098806682577
166,871.145400099817,743.0653801364166
167,886.2715004293951,1506.9574285363758
168,851.4926227703149,226.95485575864348
169,864.6415963161934,936.8586595037094
170,900.1359307359307,645.2937538651825
171,879.3169939465525,1164.1107337959545
172,865.7884471117779,794.7606901725431
173,911.7055044855466,1307.7543471037768
174,903.1720675490643,129.04457629697245
175,931.776486889789,586.9181411212961
176,904.396666069188,1225.2652805162215
177,987.1338943572019,1056.476444511233
178,945.1466943532722,454.3065844999665
179,938.9908164729517,227.68489022815325
180,950.7651659671881,357.9484929416253
181,947.424941543258,802.2392829306314
182,925.0958466453674,83.87676859881333
183,993.3539613343441,107.3341546626232
184,1017.7975026244544,908.1306149511023
185,972.5266539329745,32.97534294148289
186,1003.8615064409067,1216.5923384148057
187,944.404120970422,720.4177467597208
188,1037.8766253401875,1494.4391694385647
189,1005.7403680981595,1424.1752147239263
190,1024.2745635550425,635.198095512913
191,1011.7554533060668,322.0867416496251
192,1029.5668233713902,747.1956570405193
193,1001.0183463181704,1310.5141995476251
194,1020.0296422487223,1349.017206132879
195,1019.7416238117501,1128.8062957768427
196,1027.7087168381158,539.6886843530049
197,1052.924243488029,176.5490416344871
198,1057.3464010282776,267.08059125964013
199,1088.165098867345,374.3277020541371
200,1046.517273576097,463.44124316393226
201,1041.4776349614397,974.8401028277635
202,1051.2570135746607,19.949321266968326
203,1068.700996677741,833.4588626148134
204,1111.906484915305,1570.5019544953393
205,1123.3910964857816,1454.0592946727927
206,1093.9955137791071,1146.9855800042726
207,1131.9073501427213,643.1977878211227
208,1117.4383248467213,1337.0367868648032
209,1142.0397077782552,777.2751181779115
210,1135.8923994038748,96.79058122205663
211,1127.2836329820211,482.65204587724736
212,1137.6613134043569,703.0314835426935
213,1150.1185501066097,578.0959488272921
214,1125.2274143302182,969.4514018691589
215,1141.9011961330493,1273.8659675569393
216,1153.3533093620988,305.05699826874417
217,1152.6018409384296,1079.8614806084076
218,1145.3718741597204,234.46168324818498
219,1160.7912621359224,895.2472629621979
220,1172.3156127588136,92.89554187651558
221,1179.0394986707179,451.3311811621724
222,1178.6019394512773,1422.7840586565753
223,1182.04302832244,1217.4537037037037
