index,axis-O,axis-1
0,107.81696612095858,102.94271274151815
1,20.302741898934965,243.08769544527533
2,61.47752465741468,302.45168892380207
3,12.412345679012345,385.26378600823045
4,36.816595631326585,459.24933404368676
5,56.70614389652385,664.3621261115602
6,21.689281472684087,844.4177553444181
7,36.181584704651385,1028.6908589365548
8,61.72209054278265,1118.7579995259541
9,49.651910875018444,1196.0376272687029
10,29.13347200554689,1291.764777257757
11,27.092654424040067,1403.980467445743
12,52.897467572575664,1498.5941939468808
13,54.18815246419034,1581.0320466132557
14,76.10845814977974,899.4362114537445
15,99.10674455655868,1374.5895910780669
16,97.53481505782005,505.0372344787993
17,130.9690215006582,1201.1817463799912
18,112.25829557082298,807.8185937728402
19,136.28477990712275,332.9038524429328
20,121.53507431587721,1292.2418391443257
21,142.89725477604753,996.5715203082357
22,150.32969502407704,1506.0994114499733
23,153.58361581920903,585.8155367231639
24,125.90571049136786,915.0235723771581
25,155.1274831243973,678.3477338476374
26,172.76398104265402,755.3975118483412
27,176.70024844720496,1418.0888198757764
28,181.19149527515287,1563.2933574207893
29,180.7335220838052,1095.6201585503964
30,187.46079484425348,92.75363734010351
31,200.7739452257587,390.03108808290153
32,205.94479529616726,524.0990853658536
33,207.10072366206666,1290.8459272972063
34,204.58635875402794,849.6054779806659
35,239.39539495428005,245.4422165913848
36,261.9761329814118,990.0672207558825
37,240.67760942760944,635.1677188552188
38,263.2156915610677,152.33122135346454
39,247.33219281473282,1149.0759786655933
40,265.23189295359686,869.7705622391358
41,260.2662462297779,1544.926103646833
42,264.19658976930793,440.86609829488464
43,281.4468538596979,696.4838291168567
44,257.655205811138,1444.2860371267152
45,296.4419727539231,1359.8192791860665
46,282.1133971291866,195.30980861244018
47,288.46165811168146,1213.8624980556851
48,297.29244398124024,344.0578426263679
49,326.44830741079596,1047.47285757853
50,323.2477785721581,86.48074762537024
51,312.0003338898164,493.74858096828046
52,343.8233007421369,1280.556249263753
53,352.63318073923364,790.7237199050526
54,355.33436606291707,704.688751191611
55,349.51115834218916,1433.2611341899333
56,448.08619380956395,78.73804503668718
57,366.96365786361844,900.1147812376823
58,356.9816921803889,1561.8641911460488
59,361.6239354549529,570.7832362169431
60,361.1588946459413,272.9680938096537
61,371.8280973637665,1185.6668070411858
62,396.8523253818431,1090.1255362965505
63,367.4062830921285,385.6731380162372
64,393.68505911859546,168.19706198495163
65,404.98692732070043,1479.4487886783402
