index,axis-O,axis-1
0,41.075167785234896,57.12803304078472
1,69.3642153146323,164.15170583775588
2,19.020554493307838,243.54254302103251
3,42.23810259579728,313.0001545117429
4,96.74559088182363,395.29358128374326
5,24.87275127908896,484.9664961214722
6,41.8480267712901,692.7928109854604
7,45.562901155327346,844.7491655969192
8,38.79641798737276,939.5934802216209
9,36.18329128662915,1064.0177566466136
10,30.12113629673241,1200.1065646158374
11,48.25491666666667,1343.1095833333334
12,31.58547985043623,1482.870897382634
13,81.02683928007578,1546.1829281128303
14,87.8824915329112,542.4592843469297
15,131.92216602935736,275.0668558036265
16,129.55647472642002,1114.0110083376758
17,117.34196994991653,1263.7423038397328
18,131.17330621405526,705.646373965493
19,131.76428455152205,1450.8500732541104
20,156.08989515949142,991.4707561900514
21,132.03334541500544,75.71312069590431
22,140.93229546744507,849.0066488283467
23,213.1571912422886,1545.2087819039555
24,234.96079553584204,581.3714408355988
25,214.46474124028734,448.4294824805747
26,227.87055524397084,1412.4004486819965
27,174.14362964916907,1194.9795568451595
28,208.64345487148833,633.9322574217972
29,199.7052390640895,21.849186164801626
30,208.1433123089928,141.34943754470382
31,241.2466466090009,873.2599348125862
32,236.19318077382593,745.3166069295102
33,253.49312462163797,1340.2675776182652
34,245.06759265185943,304.94488894578507
35,250.2919540229885,1200.7995742869307
36,265.744241239704,502.3238866396761
37,278.21189189189187,1045.053153153153
38,282.6860364267129,32.75680832610581
39,319.81654184304784,183.23295343536307
40,336.24057393383816,329.1890793144679
41,336.8277242132072,749.2053847553211
42,335.7910645942357,1257.2229946106381
43,351.7710914454277,983.7942688579857
44,332.61806940566413,1573.3344635021938
45,351.90827016438124,66.54109530704369
46,333.8524477131694,1152.7614341530682
47,354.11849601215346,865.7992404101785
48,373.1801663571025,533.4953565371881
49,388.02444416371907,1524.3457554320364
50,369.0917882592467,433.11163895486936
51,391.03698087776934,622.3249094431809
52,352.75430899404574,681.2695079912253
53,366.64701870615744,1394.442322681216
54,395.70176136929047,1096.9967160911533
